errorCode	errorNum         errorMsg
3185	ORA-07630     smpdal     $DELTVA failure
3186	ORA-07631     smcacx     $EXPREG failure
3187	ORA-07632     smsrcx     $DELTVA failure
3188	ORA-07633     smsdbp     illegal protection value
3189	ORA-07634     smsdbp     $CRETVA failure
3190	ORA-07635     smsdbp     $SETPRT failure
3191	ORA-07636     smsdbp     $MGBLSC failure
3192	ORA-07637     smsdbp     buffer protect option not specified when sga created
3193	ORA-07638     smsget     SGA pad area not large enough for created SGA
3194	ORA-07639     smscre     SGA pad area not large enough ( bytes required)
3195	ORA-07640     smsget     SGA not yet valid. Initialization in progress
3196	ORA-07641     smscre     Unable to use the system pagefile for the SGA
3197	ORA-07642     smprtset     $CMKRNL failure
3198	ORA-07643     smsalo     SMSVAR is invalid
3199	ORA-07645     sszfsl     $CHANGE_CLASS failure
3200	ORA-07646     sszfck     $CREATE failure
3201	ORA-07647     sszfck     $OPEN failure
3202	ORA-07650     sigunc     $GETJPIW failure
3203	ORA-07655     slsprom    $TRNLOG failure
3204	ORA-07656     slsprom    $GETDVI failure
3205	ORA-07657     slsprom    $ASSIGN failure
3206	ORA-07658     slsprom    $QIOW read failure
3207	ORA-07665     ssrexhd     recursive exception encountered
3208	ORA-07670     $IDTOASC failed translating a secrecy category
3209	ORA-07671     $IDTOASC failed translating an integrity category
3210	ORA-07672     $PARSE_CLASS failed translating the string into a binary label
3211	ORA-07680     sou2os     another call to Oracle currently executing
3212	ORA-07681     sou2os     An error occurred while initializing Oracle
3213	ORA-07682     sou2os     set kernel dispatch fail err
3214	ORA-07683     sou2os     $SETPRV reset error
3215	ORA-07684     sou2os     supervisor stack reset error
3216	ORA-07685     sou2os     supervisor stack set error
3217	ORA-07700     sksarch     interrupt received
3218	ORA-07701     sksatln     internal exception     output buffer too small
3219	ORA-07702     unrecognized device type in archive text
3220	ORA-07703     error in archive text     need '/' after device type
3221	ORA-07704     error in archive text     need '    ' after device name
3222	ORA-07705     sksaprs     device name buffer too small
3223	ORA-07706     error in archive text     need disk file name
3224	ORA-07707     error in archive text     need tape label name
3225	ORA-07708     sksaprs     tape label name buffer too small
3226	ORA-07709     sksaprs     archiving to a remote host is not allowed
3227	ORA-07710     sksaprs     file name buffer too small
3228	ORA-07713     sksamtd     could not mount archival device (SYS$MOUNT failure)
3229	ORA-07715     sksadtd     could not dismount archival device (SYS$DISMNT failure)
3230	ORA-07716     sksachk     invalid device specification for ARCHIVE
3231	ORA-07717     sksaalo     error allocating memory
3232	ORA-07718     sksafre     error freeing memory
3233	ORA-07721     scgcm     not enough OS resource to obtain system enqueue
3234	ORA-07740     slemop     incorrect handle size (programming error)
3235	ORA-07741     slemop     $OPEN failure
3236	ORA-07742     slemop     $CONNECT failure
3237	ORA-07743     slemop     incorrect error file attributes
3238	ORA-07744     slemcl     invalid error message file handle
3239	ORA-07745     slemcl     $CLOSE failure
3240	ORA-07746     slemrd     invalid error message file handle
3241	ORA-07747     slemrd     $READ failure
3242	ORA-07750     slemcr     fopen failure
3243	ORA-07751     slemcr     malloc failure
3244	ORA-07753     slemcf     fseek before write failure
3245	ORA-07754     slemcf     fwrite failure
3246	ORA-07755     slemcf     fseek before read failure
3247	ORA-07756     slemcf     fread failure
3248	ORA-07757     slemcc     invalid handle
3249	ORA-07758     slemcw     invalid handle
3250	ORA-07759     slemtr     invalid destination
3251	ORA-07760     slemtr     $open failure
3252	ORA-07800     slbtpd     invalid number
3253	ORA-07801     slbtpd     invalid exponent
3254	ORA-07802     slbtpd     overflow while converting to packed decimal
3255	ORA-07803     slpdtb     invalid packed decimal nibble
3256	ORA-07804     slpdtb     number too large for supplied buffer
3257	ORA-07820     sspscn     SYS$CRELNM failure
3258	ORA-07821     sspsdn     SYS$DELLNM failure
3259	ORA-07822     sspscm     SYS$CREMBX failure
3260	ORA-07823     sspsqr     $QIO failure
3261	ORA-07824     sspain     $SETIMR failure
3262	ORA-07825     sspsck     $QIO failure at AST level
3263	ORA-07826     sspscm     SYS$GETDVIW failure
3264	ORA-07840     sllfop     LIB$GET_VM failure
3265	ORA-07841     sllfop     SYS$OPEN failure
3266	ORA-07842     sllfcl     SYS$CLOSE failure
3267	ORA-07843     sllfcl     LIB$FREE_VM failure
3268	ORA-07844     sllfop     LIB$GET_VM failure
3269	ORA-07845     sllfcl     LIB$FREE_VM failue
3270	ORA-07846     sllfop     byte record too big for byte user buffer
3271	ORA-07847     sllfop     $CONNECT failure
3272	ORA-07848     sllfrb     $GET failure
3273	ORA-07849     sllfsk     $GET failure
3274	ORA-07850     sllfop     bad option
3275	ORA-07860     osnsoi     error setting up interrupt handler
3276	ORA-07880     sdopnf     internal error
3277	ORA-08000     maximum number of session sequence lists exceeded
3278	ORA-08001     maximum number of sequences per session exceeded
3279	ORA-08002     sequence .CURRVAL is not yet defined in this session
3280	ORA-08003     sequence .NEXTVAL exceeds internal limits
3281	ORA-08004     sequence .NEXTVAL VALUE and cannot be instantiated
3282	ORA-08005     specified row does not exist
3283	ORA-08006     specified row no longer exists
3284	ORA-08007     Further changes to this block by this transaction not allowed
3285	ORA-08008     another instance is mounted with USE_ROW_ENQUEUES =
3286	ORA-08100     index is not valid - see trace file for diagnostics
3287	ORA-08101     index key does not exist file      (root , node ) blocks ()
3288	ORA-08102     index key not found, obj# , file , block ()
3289	ORA-08103     object no longer exists
3290	ORA-08104     this index object is being online built or rebuilt
3291	ORA-08105     Oracle event to turn off smon cleanup for online index build
3292	ORA-08106     cannot create journal table .
3293	ORA-08108     may not build or rebuild this type of index online
3294	ORA-08109     nosort is not a supported option for online index build
3295	ORA-08110     Oracle event to test SMON cleanup for online index build
3296	ORA-08111     a partitioned index may not be coalesced as a whole
3297	ORA-08112     a composite partition may not be coalesced as a whole
3298	ORA-08113     composite partition index may not be compressed
3299	ORA-08114     can not alter a fake index
3300	ORA-08115     can not online create/rebuild this index type
3301	ORA-08116     can not acquire dml enough lock(S mode) for online index build
3302	ORA-08117     Index Organized Table operation released its block pin
3303	ORA-08118     Deferred FK constraints cannot be enforced, index too big ()
3304	ORA-08119     The new initrans will make the index too big
3305	ORA-08120     Need to create SYS.IND_ONLINE$ table in order to (re)build index
3306	ORA-08121     Number of indexes need to be maintained offline exceeds limit for DML
3307	ORA-08175     discrete transaction restriction violated ()
3308	ORA-08176     consistent read failure; rollback data not available
3309	ORA-08177     can't serialize access for this transaction
3310	ORA-08178     illegal SERIALIZABLE clause specified for user INTERNAL
3311	ORA-08179     concurrency check failed
3312	ORA-08180     no snapshot found based on specified time
3313	ORA-08181     specified number is not a valid system change number
3314	ORA-08182     operation not supported while in Flashback mode
3315	ORA-08183     Flashback cannot be enabled in the middle of a transaction
3316	ORA-08184     attempting to re-enable Flashback while in Flashback mode
3317	ORA-08185     Flashback not supported for user SYS
3318	ORA-08186     invalid timestamp specified
3319	ORA-08187     snapshot expression not allowed here
3320	ORA-08189     cannot flashback the table because row movement is not enabled
3321	ORA-08190     restore point is from a different incarnation of the database
3322	ORA-08191     Flashback Table operation is not supported on remote tables
3323	ORA-08192     Flashback Table operation is not allowed on fixed tables
3324	ORA-08193     Flashback Table operation is not allowed on temporary tables
3325	ORA-08194     Flashback Table operation is not allowed on materialized views
3326	ORA-08195     Flashback Table operation is not supported on partitions
3327	ORA-08196     Flashback Table operation is not allowed on AQ tables
3328	ORA-08197     Flashback Table operation is not supported on clustered tables
3329	ORA-08198     Flashback Table is not supported on object tables, nested tables
3330	ORA-08199     Flashback Table operation is not supported on this object
3331	ORA-08205     ora_addr     $ORACLE_SID not set in environment
3332	ORA-08206     ora_addr     cannot translate address file name
3333	ORA-08207     ora_addr     cannot open address file
3334	ORA-08208     ora_addr     cannot read from address file
3335	ORA-08209     scngrs     SCN not yet initialized
3336	ORA-08210     Requested I/O error
3337	ORA-08230     smscre     failed to allocate SGA
3338	ORA-08231     smscre     unable to attach to SGA
3339	ORA-08232     smsdes     cannot detach from SGA
3340	ORA-08233     smsdes     cannot unmap SGA
3341	ORA-08234     smsget     cannot get instance listener address
3342	ORA-08235     smsget     listener not on this node
3343	ORA-08236     smsget     cannot share subcube with listener
3344	ORA-08237     smsget     SGA region not yet created
3345	ORA-08238     smsfre     cannot detach from SGA
3346	ORA-08260     ora_addr     cannot open nameserver
3347	ORA-08261     ora_addr     cannot find name in nameserver
3348	ORA-08263     ora_addr     cannot free listener address
3349	ORA-08264     ora_addr     cannot close nameserver
3350	ORA-08265     create_ora_addr     cannot open nameserver
3351	ORA-08266     create_ora_addr     cannot register name in nameserver
3352	ORA-08267     destroy_ora_addr     cannot close nameserver
3353	ORA-08268     create_ora_addr     cannot close nameserver
3354	ORA-08269     destroy_ora_addr     cannot destroy name
3355	ORA-08270     sksachk     Illegal archival control string
3356	ORA-08271     sksabln     Buffer size not large enough for archive control string
3357	ORA-08274     Out of memory for environment variable
3358	ORA-08275     Environment variable unset
3359	ORA-08276     No room in nameserver for pid
3360	ORA-10154     Switch to disallow synonyms in DDL statements
3361	ORA-10155     CBO disable generation of transitive OR-chains
3362	ORA-10156     CBO disable index fast full scan
3363	ORA-10157     CBO disable index access path for in-list
3364	ORA-10158     CBO preserve predicate order in post-filters
3365	ORA-10159     CBO disable order-by sort pushdown into domain indexes
3366	ORA-10160     CBO disable use of join index
3367	ORA-10161     CBO recursive semi-join on/off-switch
3368	ORA-10162     CBO join-back elimination on/off-switch
3369	ORA-10163     CBO join-back elimination on/off-switch
3370	ORA-10164     CBO disable subquery-adjusted cardinality fix
3371	ORA-10165     mark session to be aborted during shutdown normal
3372	ORA-10166     trace long operation statistics updates
3373	ORA-10167     CBO use old index MIN/MAX optimization
3374	ORA-10168     CBO disable single-table predicate predicate generation
3375	ORA-10169     CBO disable histograms for multi partitions
3376	ORA-10170     CBO use old bitmap costing
3377	ORA-10171     CBO disable transitive join predicates
3378	ORA-10172     CBO force hash join back
3379	ORA-10173     Dynamic Sampling time-out error
3380	ORA-10174     view join-back elimination switch
3381	ORA-10175     CBO star transformation switch
3382	ORA-10176     CBO colocated join switch
